"id","name","gamesPlayed","timeOnIce","garSixty"
"7fcb3fb7-685e-4579-8f6d-f1373f792099","brayden schenn","231","4327.19","0.18"
"f4c41604-a5a5-4781-9266-c83cc1f865ff","braydon coburn","241","3888.69","-0.04"
"83cd4ae7-342b-4f53-8853-7debcc0ef7fc","brendan gallagher","231","3685.35","0.45"
"0a48809d-74c4-4b0f-b937-122380f3e94d","brendan gaunce","94","1033.47","-0.09"
"db9c2de2-0d19-4236-a988-1f44b4fcd2d6","brendan leipsic","120","1616.3","0.09"
"d9c049f4-fc45-4bd0-a09f-ac399587a0e7","brendan lemieux","61","542.68","0.86"
"0aeabd38-20af-41fa-8f8d-54c99b6d7a5d","brendan perlini","195","2659.6","0"
"52c1c37a-5845-47ab-ba5d-933d19ac1b3d","brendan smith","168","2917.06","-0.09"
"50f94dfe-d4c2-4764-b128-1ea20c79e83f","brenden dillon","257","4399.88","0"
"8085ac0e-6efb-428e-9e42-d1c8bb8b9586","brent burns","259","6492.83","0.14"
"1701bf52-3b0c-4516-a634-774ea26a5319","brent seabrook","239","4889.86","-0.14"
"6ae928cd-634b-4665-90b6-adcc1037b9c8","brett connolly","244","2915.33","0.54"
"15a10fac-5973-4a6e-8d75-112c3115091e","brett howden","64","948.97","-0.4"
"42a6fcb6-b2e2-4dc3-8874-cb7e78159c33","brett kulak","146","2173.83","0.04"
"da48a92e-67eb-48c0-8596-28598dbee7e6","brett pesce","217","4526.77","0.09"
"3a5bb657-5aad-475d-bd8b-32f8d0509682","brett ritchie","201","2272.63","0"
"e367d175-8c9b-4a54-bd91-94e7a21f5310","brett seney","50","517.22","-0.04"
